LoanID,LoanType,LoanPurpose,EmploymentType,OriginationDate,OriginationYear,OriginationQtr,LoanAmount,InterestRate,TermYears,BranchName,Region,State,BranchManager,LoanStatus,DaysDelinquent,MonthlyPayment,AgingBucket,DelinquencyFlag,DefaultFlag,CreditScore,CreditBand,PreviousDefaults,MonthlyIncome,BureauSource,PropertyType,PropertyValue,LTV,LTV_Band,PropertyState,DTI_Ratio,AnnualInterestIncome
LN-02512,Fixed 30-Year,Purchase,Contract,2022-09-10,2022,Q3-2022,374000.0,4.09,30,Miami Branch,South,FL,Carlos Rivera,Current,0,1804.99,0-Current,0,0,743,Good (700-749),0,20212.0,Experian,Multi-Family,512000.0,0.73,Medium (70-85%),TX,0.089,15297.0
LN-02513,Fixed 30-Year,Refinance,Self-Employed,2022-02-19,2022,Q1-2022,744000.0,3.99,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,3547.68,0-Current,0,0,743,Good (700-749),1,10003.0,Experian,Condo,1200000.0,0.62,Low (<70%),CA,0.355,29686.0
LN-02514,Fixed 30-Year,Purchase,Self-Employed,2022-08-09,2022,Q3-2022,138000.0,8.33,30,Columbus Branch,Central,OH,Melissa Brown,Current,0,1044.52,0-Current,0,0,679,Fair (650-699),0,9050.0,Equifax,Townhouse,148000.0,0.93,High (>85%),CA,0.115,11495.0
LN-02515,Fixed 30-Year,Purchase,Contract,2020-08-10,2020,Q3-2020,625000.0,6.45,30,Newark Branch,East,NJ,Jennifer Walsh,Current,0,3929.9,0-Current,0,0,689,Fair (650-699),0,10621.0,TransUnion,Condo,833000.0,0.75,Medium (70-85%),CA,0.37,40313.0
LN-02516,Fixed 15-Year,Refinance,Self-Employed,2021-04-30,2021,Q2-2021,221000.0,6.67,15,Atlanta Branch,South,GA,Angela Brooks,Current,0,1945.86,0-Current,0,0,726,Good (700-749),0,15488.0,Equifax,Townhouse,230000.0,0.96,High (>85%),FL,0.126,14741.0
LN-02517,Fixed 30-Year,Purchase,Retired,2023-10-08,2023,Q4-2023,355000.0,4.68,30,San Diego Branch,West,CA,Kevin Nguyen,Current,0,1836.9,0-Current,0,0,706,Good (700-749),0,12948.0,Equifax,Condo,493000.0,0.72,Medium (70-85%),IL,0.142,16614.0
LN-02518,Fixed 30-Year,Purchase,Self-Employed,2018-06-15,2018,Q2-2018,168000.0,6.85,30,Tampa Branch,South,FL,Diana Foster,Current,0,1100.84,0-Current,0,0,550,Poor (<650),0,4838.0,TransUnion,Multi-Family,295000.0,0.57,Low (<70%),OH,0.228,11508.0
LN-02519,Fixed 30-Year,Purchase,Self-Employed,2019-09-14,2019,Q3-2019,607000.0,4.22,30,Miami Branch,South,FL,Carlos Rivera,Current,0,2975.42,0-Current,0,0,681,Fair (650-699),0,14009.0,Experian,Multi-Family,906000.0,0.67,Low (<70%),PA,0.212,25615.0
LN-02520,Fixed 30-Year,Refinance,Self-Employed,2019-04-07,2019,Q2-2019,323000.0,6.9,30,Syracuse Branch,North,NY,Linda Perez,Current,0,2127.28,0-Current,0,0,631,Poor (<650),0,22524.0,Equifax,Condo,475000.0,0.68,Low (<70%),NC,0.094,22287.0
LN-02521,Fixed 15-Year,Cash-Out Refinance,Salaried,2021-05-05,2021,Q2-2021,519000.0,8.7,15,San Diego Branch,West,CA,Kevin Nguyen,Current,0,5171.83,0-Current,0,0,714,Good (700-749),0,17297.0,TransUnion,Single Family,692000.0,0.75,Medium (70-85%),MA,0.299,45153.0
LN-02522,Fixed 30-Year,Purchase,Retired,2018-08-28,2018,Q3-2018,348000.0,6.31,30,Columbus Branch,Central,OH,Melissa Brown,Current,0,2156.29,0-Current,0,0,850,Excellent (750+),1,16788.0,Equifax,Single Family,362000.0,0.96,High (>85%),OH,0.128,21959.0
LN-02523,ARM 5/1,Purchase,Contract,2022-05-10,2022,Q2-2022,632000.0,3.48,15,Atlanta Branch,South,GA,Angela Brooks,Current,0,4511.85,0-Current,0,0,729,Good (700-749),0,18300.0,Experian,Multi-Family,680000.0,0.93,High (>85%),GA,0.247,21994.0
LN-02524,Fixed 30-Year,Refinance,Retired,2022-05-08,2022,Q2-2022,762000.0,6.11,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,4622.6,0-Current,0,0,674,Fair (650-699),1,5306.0,Equifax,Townhouse,977000.0,0.78,Medium (70-85%),PA,0.871,46558.0
LN-02525,Fixed 15-Year,Refinance,Self-Employed,2022-11-19,2022,Q4-2022,716000.0,3.9,15,Los Angeles Branch,West,CA,Amy Zhang,90 DPD,118,5260.36,3-90 DPD,1,0,680,Fair (650-699),2,7039.0,Experian,Condo,1234000.0,0.58,Low (<70%),MI,0.747,27924.0
LN-02526,Fixed 30-Year,Purchase,Self-Employed,2019-08-17,2019,Q3-2019,196000.0,8.37,30,Miami Branch,South,FL,Carlos Rivera,Current,0,1489.05,0-Current,0,0,738,Good (700-749),0,9617.0,TransUnion,Single Family,280000.0,0.7,Low (<70%),IL,0.155,16405.0
LN-02527,Fixed 30-Year,Purchase,Salaried,2020-11-02,2020,Q4-2020,132000.0,4.81,30,Albany Branch,North,NY,Sarah Mitchell,Current,0,693.36,0-Current,0,0,733,Good (700-749),0,20942.0,TransUnion,Condo,189000.0,0.7,Low (<70%),MI,0.033,6349.0
LN-02528,ARM 7/1,Purchase,Contract,2019-04-04,2019,Q2-2019,832000.0,6.38,15,Las Vegas Branch,West,NV,Steven Park,Current,0,7192.84,0-Current,0,0,748,Good (700-749),0,5398.0,Experian,Townhouse,1342000.0,0.62,Low (<70%),NJ,1.333,53082.0
LN-02529,Fixed 15-Year,Refinance,Salaried,2024-06-14,2024,Q2-2024,567000.0,6.62,15,San Diego Branch,West,CA,Kevin Nguyen,Current,0,4976.66,0-Current,0,0,850,Excellent (750+),0,8691.0,TransUnion,Multi-Family,623000.0,0.91,High (>85%),MA,0.573,37535.0
LN-02530,Fixed 15-Year,Purchase,Contract,2018-03-23,2018,Q1-2018,243000.0,7.29,15,Miami Branch,South,FL,Carlos Rivera,30 DPD,44,2223.74,1-30 DPD,1,0,609,Poor (<650),0,21126.0,Experian,Townhouse,419000.0,0.58,Low (<70%),MA,0.105,17715.0
LN-02531,Fixed 30-Year,Purchase,Retired,2018-01-09,2018,Q1-2018,644000.0,4.17,30,San Diego Branch,West,CA,Kevin Nguyen,60 DPD,68,3138.0,2-60 DPD,1,0,737,Good (700-749),0,25284.0,Experian,Single Family,991000.0,0.65,Low (<70%),PA,0.124,26855.0
LN-02532,Fixed 15-Year,Purchase,Salaried,2019-01-30,2019,Q1-2019,239000.0,5.43,15,Miami Branch,South,FL,Carlos Rivera,Paid Off,0,1943.96,5-Paid Off,0,0,625,Poor (<650),0,19218.0,TransUnion,Condo,398000.0,0.6,Low (<70%),IL,0.101,12978.0
LN-02533,Fixed 30-Year,Refinance,Retired,2024-03-02,2024,Q1-2024,807000.0,8.2,30,Miami Branch,South,FL,Carlos Rivera,Current,0,6034.38,0-Current,0,0,744,Good (700-749),0,26181.0,Equifax,Townhouse,1137000.0,0.71,Medium (70-85%),NC,0.23,66174.0
LN-02534,ARM 7/1,Refinance,Salaried,2024-05-01,2024,Q2-2024,771000.0,6.64,15,Miami Branch,South,FL,Carlos Rivera,Current,0,6775.72,0-Current,0,0,626,Poor (<650),0,6708.0,TransUnion,Townhouse,1307000.0,0.59,Low (<70%),NJ,1.01,51194.0
LN-02535,Fixed 30-Year,Refinance,Self-Employed,2023-02-17,2023,Q1-2023,652000.0,4.15,30,Phoenix Branch,West,AZ,Rachel Torres,90 DPD,99,3169.39,3-90 DPD,1,0,550,Poor (<650),0,26235.0,Equifax,Townhouse,973000.0,0.67,Low (<70%),IL,0.121,27058.0
LN-02536,Fixed 30-Year,Refinance,Contract,2023-08-17,2023,Q3-2023,536000.0,8.14,30,Charlotte Branch,South,NC,Michael Hayes,Current,0,3985.42,0-Current,0,0,676,Fair (650-699),0,14667.0,Experian,Multi-Family,662000.0,0.81,Medium (70-85%),MI,0.272,43630.0
LN-02537,Fixed 30-Year,Purchase,Salaried,2018-12-08,2018,Q4-2018,477000.0,8.2,30,Tampa Branch,South,FL,Diana Foster,Default,180,3566.79,4-Default,1,1,680,Fair (650-699),0,21173.0,Equifax,Multi-Family,745000.0,0.64,Low (<70%),CA,0.168,39114.0
LN-02538,ARM 7/1,Purchase,Salaried,2019-12-27,2019,Q4-2019,695000.0,7.47,15,Detroit Branch,Central,MI,Brian Johnson,Current,0,6430.89,0-Current,0,0,773,Excellent (750+),0,13715.0,Experian,Single Family,1178000.0,0.59,Low (<70%),NC,0.469,51917.0
LN-02539,Fixed 15-Year,Purchase,Self-Employed,2018-11-01,2018,Q4-2018,871000.0,3.85,15,San Diego Branch,West,CA,Kevin Nguyen,90 DPD,97,6377.41,3-90 DPD,1,0,522,Poor (<650),0,13099.0,Equifax,Townhouse,1210000.0,0.72,Medium (70-85%),IL,0.487,33534.0
LN-02540,Fixed 15-Year,Refinance,Self-Employed,2023-09-13,2023,Q3-2023,205000.0,6.95,15,Charlotte Branch,South,NC,Michael Hayes,Current,0,1836.87,0-Current,0,0,704,Good (700-749),2,26713.0,TransUnion,Condo,315000.0,0.65,Low (<70%),MA,0.069,14248.0
LN-02541,Fixed 30-Year,Purchase,Salaried,2023-12-05,2023,Q4-2023,572000.0,7.96,30,Miami Branch,South,FL,Carlos Rivera,Current,0,4181.19,0-Current,0,0,643,Poor (<650),1,15299.0,TransUnion,Multi-Family,724000.0,0.79,Medium (70-85%),IL,0.273,45531.0
LN-02542,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2022-02-25,2022,Q1-2022,158000.0,3.49,30,Las Vegas Branch,West,NV,Steven Park,90 DPD,103,708.61,3-90 DPD,1,0,508,Poor (<650),0,24189.0,Equifax,Multi-Family,232000.0,0.68,Low (<70%),NC,0.029,5514.0
LN-02543,Fixed 15-Year,Refinance,Self-Employed,2020-10-10,2020,Q4-2020,782000.0,7.72,15,Detroit Branch,Central,MI,Brian Johnson,Current,0,7347.34,0-Current,0,0,682,Fair (650-699),0,10353.0,TransUnion,Single Family,1003000.0,0.78,Medium (70-85%),MI,0.71,60370.0
LN-02544,Fixed 30-Year,Refinance,Retired,2023-08-23,2023,Q3-2023,416000.0,5.78,30,Indianapolis Branch,Central,IN,Christopher Lee,60 DPD,61,2435.6,2-60 DPD,1,0,675,Fair (650-699),0,20097.0,Equifax,Single Family,730000.0,0.57,Low (<70%),MI,0.121,24045.0
LN-02545,Fixed 15-Year,Purchase,Contract,2021-05-09,2021,Q2-2021,517000.0,4.61,15,San Diego Branch,West,CA,Kevin Nguyen,30 DPD,48,3984.14,1-30 DPD,1,0,850,Excellent (750+),0,7650.0,Experian,Condo,623000.0,0.83,Medium (70-85%),MD,0.521,23834.0
LN-02546,ARM 7/1,Purchase,Contract,2022-05-20,2022,Q2-2022,754000.0,4.08,15,Albany Branch,North,NY,Sarah Mitchell,Paid Off,0,5607.52,5-Paid Off,0,0,734,Good (700-749),0,9753.0,Experian,Condo,942000.0,0.8,Medium (70-85%),AZ,0.575,30763.0
LN-02547,ARM 5/1,Purchase,Contract,2019-01-21,2019,Q1-2019,582000.0,5.2,15,Los Angeles Branch,West,CA,Amy Zhang,30 DPD,49,4663.28,1-30 DPD,1,0,589,Poor (<650),0,9650.0,Experian,Multi-Family,746000.0,0.78,Medium (70-85%),MD,0.483,30264.0
LN-02548,Fixed 15-Year,Purchase,Self-Employed,2019-10-28,2019,Q4-2019,566000.0,8.15,15,Philadelphia Branch,East,PA,Robert Simmons,Current,0,5458.12,0-Current,0,0,654,Fair (650-699),0,4993.0,TransUnion,Multi-Family,602000.0,0.94,High (>85%),NC,1.093,46129.0
LN-02549,Fixed 15-Year,Refinance,Self-Employed,2022-12-26,2022,Q4-2022,595000.0,3.3,15,Boston Branch,East,MA,Patricia Cole,Current,0,4195.35,0-Current,0,0,781,Excellent (750+),0,25547.0,TransUnion,Multi-Family,783000.0,0.76,Medium (70-85%),MI,0.164,19635.0
LN-02550,Fixed 30-Year,Purchase,Retired,2022-08-15,2022,Q3-2022,300000.0,5.86,30,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,1771.74,0-Current,0,0,850,Excellent (750+),2,4969.0,Experian,Multi-Family,326000.0,0.92,High (>85%),GA,0.357,17580.0
LN-02551,Fixed 15-Year,Refinance,Contract,2018-01-16,2018,Q1-2018,405000.0,3.37,15,Phoenix Branch,West,AZ,Rachel Torres,Current,0,2869.49,0-Current,0,0,573,Poor (<650),0,10933.0,TransUnion,Townhouse,445000.0,0.91,High (>85%),AZ,0.262,13649.0
LN-02552,Fixed 30-Year,Purchase,Retired,2024-05-27,2024,Q2-2024,369000.0,6.65,30,Las Vegas Branch,West,NV,Steven Park,Current,0,2368.85,0-Current,0,0,550,Poor (<650),0,16813.0,Experian,Townhouse,505000.0,0.73,Medium (70-85%),CA,0.141,24539.0
LN-02553,Fixed 30-Year,Purchase,Contract,2021-05-23,2021,Q2-2021,579000.0,6.02,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,3478.85,0-Current,0,0,849,Excellent (750+),0,12138.0,Equifax,Single Family,636000.0,0.91,High (>85%),NV,0.287,34856.0
LN-02554,ARM 5/1,Purchase,Salaried,2020-04-24,2020,Q2-2020,506000.0,6.71,15,Philadelphia Branch,East,PA,Robert Simmons,Current,0,4466.43,0-Current,0,0,731,Good (700-749),0,15318.0,TransUnion,Townhouse,843000.0,0.6,Low (<70%),FL,0.292,33953.0
LN-02555,ARM 5/1,Purchase,Self-Employed,2021-07-18,2021,Q3-2021,518000.0,4.71,15,Philadelphia Branch,East,PA,Robert Simmons,30 DPD,56,4018.49,1-30 DPD,1,0,630,Poor (<650),0,15226.0,Experian,Condo,710000.0,0.73,Medium (70-85%),AZ,0.264,24398.0
LN-02556,ARM 5/1,Purchase,Salaried,2019-12-02,2019,Q4-2019,798000.0,5.05,15,Chicago Branch,Central,IL,Nancy Williams,60 DPD,80,6331.34,2-60 DPD,1,0,742,Good (700-749),0,6117.0,TransUnion,Condo,985000.0,0.81,Medium (70-85%),NJ,1.035,40299.0
LN-02557,Fixed 30-Year,Refinance,Salaried,2021-04-02,2021,Q2-2021,456000.0,5.43,30,Los Angeles Branch,West,CA,Amy Zhang,Current,0,2569.13,0-Current,0,0,550,Poor (<650),0,11156.0,Equifax,Townhouse,748000.0,0.61,Low (<70%),GA,0.23,24761.0
LN-02558,Fixed 30-Year,Purchase,Self-Employed,2023-11-01,2023,Q4-2023,518000.0,4.64,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,2667.89,0-Current,0,0,700,Good (700-749),0,26816.0,Experian,Townhouse,710000.0,0.73,Medium (70-85%),NV,0.099,24035.0
LN-02559,ARM 5/1,Purchase,Retired,2018-06-18,2018,Q2-2018,550000.0,4.29,15,Detroit Branch,Central,MI,Brian Johnson,30 DPD,35,4148.67,1-30 DPD,1,0,726,Good (700-749),2,7222.0,TransUnion,Multi-Family,632000.0,0.87,High (>85%),NJ,0.574,23595.0
LN-02560,Fixed 15-Year,Cash-Out Refinance,Salaried,2020-12-08,2020,Q4-2020,587000.0,7.3,15,Detroit Branch,Central,MI,Brian Johnson,Current,0,5375.06,0-Current,0,0,773,Excellent (750+),0,14720.0,Equifax,Multi-Family,1030000.0,0.57,Low (<70%),NJ,0.365,42851.0
LN-02561,Fixed 30-Year,Refinance,Salaried,2023-01-06,2023,Q1-2023,790000.0,3.33,30,Baltimore Branch,East,MD,David Kumar,Current,0,3472.91,0-Current,0,0,618,Poor (<650),0,18731.0,Equifax,Condo,929000.0,0.85,Medium (70-85%),AZ,0.185,26307.0
LN-02562,Fixed 30-Year,Purchase,Retired,2022-07-10,2022,Q3-2022,637000.0,7.21,30,Albany Branch,North,NY,Sarah Mitchell,Current,0,4328.19,0-Current,0,0,706,Good (700-749),0,15061.0,Equifax,Multi-Family,897000.0,0.71,Medium (70-85%),TX,0.287,45928.0
LN-02563,Fixed 30-Year,Purchase,Retired,2021-04-14,2021,Q2-2021,874000.0,5.22,30,Tampa Branch,South,FL,Diana Foster,Default,197,4810.03,4-Default,1,1,514,Poor (<650),1,16682.0,Equifax,Multi-Family,1079000.0,0.81,Medium (70-85%),PA,0.288,45623.0
LN-02564,Fixed 30-Year,Purchase,Salaried,2021-04-20,2021,Q2-2021,439000.0,6.23,30,Columbus Branch,Central,OH,Melissa Brown,Current,0,2697.29,0-Current,0,0,720,Good (700-749),0,25536.0,Experian,Townhouse,529000.0,0.83,Medium (70-85%),IL,0.106,27350.0
LN-02565,ARM 7/1,Purchase,Contract,2023-12-15,2023,Q4-2023,828000.0,6.84,15,Las Vegas Branch,West,NV,Steven Park,Current,0,7368.43,0-Current,0,0,628,Poor (<650),2,6370.0,TransUnion,Condo,900000.0,0.92,High (>85%),NJ,1.157,56635.0
LN-02566,Fixed 30-Year,Cash-Out Refinance,Salaried,2022-03-06,2022,Q1-2022,597000.0,4.37,30,Buffalo Branch,North,NY,James Carlson,Current,0,2978.97,0-Current,0,0,667,Fair (650-699),1,27617.0,Experian,Single Family,622000.0,0.96,High (>85%),FL,0.108,26089.0
LN-02567,Fixed 30-Year,Purchase,Salaried,2020-10-29,2020,Q4-2020,322000.0,8.47,30,Charlotte Branch,South,NC,Michael Hayes,Current,0,2469.06,0-Current,0,0,620,Poor (<650),0,27315.0,TransUnion,Townhouse,379000.0,0.85,Medium (70-85%),AZ,0.09,27273.0
LN-02568,Fixed 30-Year,Cash-Out Refinance,Retired,2022-06-30,2022,Q2-2022,361000.0,5.57,30,Las Vegas Branch,West,NV,Steven Park,Current,0,2065.6,0-Current,0,0,752,Excellent (750+),0,17107.0,Experian,Multi-Family,539000.0,0.67,Low (<70%),IL,0.121,20108.0
LN-02569,ARM 7/1,Purchase,Retired,2019-06-01,2019,Q2-2019,390000.0,7.58,15,Philadelphia Branch,East,PA,Robert Simmons,Current,0,3633.1,0-Current,0,0,768,Excellent (750+),2,19779.0,TransUnion,Townhouse,574000.0,0.68,Low (<70%),GA,0.184,29562.0
LN-02570,Fixed 30-Year,Refinance,Self-Employed,2022-10-09,2022,Q4-2022,472000.0,4.98,30,Indianapolis Branch,Central,IN,Christopher Lee,Default,133,2528.03,4-Default,1,1,629,Poor (<650),0,12985.0,TransUnion,Multi-Family,513000.0,0.92,High (>85%),CA,0.195,23506.0
LN-02571,Fixed 30-Year,Purchase,Salaried,2021-04-22,2021,Q2-2021,86000.0,4.55,30,Miami Branch,South,FL,Carlos Rivera,Current,0,438.31,0-Current,0,0,703,Good (700-749),1,12081.0,Experian,Multi-Family,126000.0,0.68,Low (<70%),NV,0.036,3913.0
LN-02572,Fixed 30-Year,Refinance,Retired,2021-03-27,2021,Q1-2021,819000.0,4.92,30,Las Vegas Branch,West,NV,Steven Park,Current,0,4356.61,0-Current,0,0,584,Poor (<650),0,11081.0,Equifax,Condo,1204000.0,0.68,Low (<70%),PA,0.393,40295.0
LN-02573,Fixed 30-Year,Purchase,Retired,2020-08-07,2020,Q3-2020,438000.0,4.19,30,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,2139.34,0-Current,0,0,676,Fair (650-699),0,27955.0,Experian,Single Family,562000.0,0.78,Medium (70-85%),NY,0.077,18352.0
LN-02574,ARM 5/1,Purchase,Self-Employed,2021-11-25,2021,Q4-2021,875000.0,4.83,15,Las Vegas Branch,West,NV,Steven Park,Current,0,6842.21,0-Current,0,0,695,Fair (650-699),0,20531.0,TransUnion,Single Family,1167000.0,0.75,Medium (70-85%),NV,0.333,42263.0
LN-02575,Fixed 30-Year,Home Equity,Salaried,2020-01-28,2020,Q1-2020,688000.0,5.42,30,Indianapolis Branch,Central,IN,Christopher Lee,30 DPD,41,3871.93,1-30 DPD,1,0,850,Excellent (750+),0,8182.0,Equifax,Multi-Family,819000.0,0.84,Medium (70-85%),PA,0.473,37290.0
LN-02576,Fixed 30-Year,Purchase,Contract,2023-03-13,2023,Q1-2023,719000.0,4.04,30,Las Vegas Branch,West,NV,Steven Park,Current,0,3449.22,0-Current,0,0,611,Poor (<650),0,20522.0,TransUnion,Townhouse,866000.0,0.83,Medium (70-85%),MI,0.168,29048.0
LN-02577,Fixed 15-Year,Refinance,Retired,2021-11-20,2021,Q4-2021,527000.0,4.61,15,Boston Branch,East,MA,Patricia Cole,Current,0,4061.2,0-Current,0,0,817,Excellent (750+),0,22864.0,Experian,Townhouse,613000.0,0.86,High (>85%),MA,0.178,24295.0
LN-02578,Fixed 30-Year,Purchase,Retired,2021-11-19,2021,Q4-2021,559000.0,4.93,30,Newark Branch,East,NJ,Jennifer Walsh,30 DPD,47,2976.96,1-30 DPD,1,0,779,Excellent (750+),0,22837.0,Equifax,Condo,708000.0,0.79,Medium (70-85%),AZ,0.13,27559.0
LN-02579,Fixed 30-Year,Purchase,Salaried,2018-12-11,2018,Q4-2018,492000.0,5.94,30,Los Angeles Branch,West,CA,Amy Zhang,Current,0,2930.84,0-Current,0,0,722,Good (700-749),0,3979.0,TransUnion,Townhouse,674000.0,0.73,Medium (70-85%),TX,0.737,29225.0
LN-02580,Fixed 15-Year,Purchase,Contract,2019-01-15,2019,Q1-2019,602000.0,5.25,15,Buffalo Branch,North,NY,James Carlson,90 DPD,108,4839.34,3-90 DPD,1,0,680,Fair (650-699),0,4479.0,Equifax,Condo,743000.0,0.81,Medium (70-85%),NV,1.08,31605.0
LN-02581,Fixed 30-Year,Refinance,Retired,2021-12-31,2021,Q4-2021,707000.0,6.76,30,Boston Branch,East,MA,Patricia Cole,Current,0,4590.29,0-Current,0,0,729,Good (700-749),1,6333.0,Equifax,Single Family,918000.0,0.77,Medium (70-85%),MI,0.725,47793.0
LN-02582,Fixed 15-Year,Purchase,Retired,2023-03-05,2023,Q1-2023,780000.0,4.88,15,Chicago Branch,Central,IL,Nancy Williams,Paid Off,0,6119.54,5-Paid Off,0,0,731,Good (700-749),0,18594.0,Experian,Condo,1083000.0,0.72,Medium (70-85%),GA,0.329,38064.0
LN-02583,Fixed 30-Year,Purchase,Self-Employed,2020-04-12,2020,Q2-2020,293000.0,7.91,30,Columbus Branch,Central,OH,Melissa Brown,Current,0,2131.58,0-Current,0,0,695,Fair (650-699),0,10423.0,Equifax,Townhouse,396000.0,0.74,Medium (70-85%),TX,0.205,23176.0
LN-02584,Fixed 15-Year,Purchase,Salaried,2020-06-10,2020,Q2-2020,262000.0,3.94,15,Chicago Branch,Central,IL,Nancy Williams,Default,159,1930.11,4-Default,1,1,680,Fair (650-699),0,14283.0,TransUnion,Multi-Family,364000.0,0.72,Medium (70-85%),MA,0.135,10323.0
LN-02585,Fixed 30-Year,Purchase,Salaried,2020-01-17,2020,Q1-2020,608000.0,8.3,30,Tampa Branch,South,FL,Diana Foster,Current,0,4589.09,0-Current,0,0,787,Excellent (750+),0,12889.0,TransUnion,Townhouse,1013000.0,0.6,Low (<70%),OH,0.356,50464.0
LN-02586,Fixed 15-Year,Purchase,Self-Employed,2024-03-30,2024,Q1-2024,809000.0,7.72,15,Las Vegas Branch,West,NV,Steven Park,30 DPD,51,7601.03,1-30 DPD,1,0,649,Poor (<650),0,10463.0,TransUnion,Single Family,1326000.0,0.61,Low (<70%),NC,0.726,62455.0
LN-02587,Fixed 30-Year,Purchase,Salaried,2022-11-16,2022,Q4-2022,88000.0,7.8,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,633.49,0-Current,0,0,594,Poor (<650),0,10379.0,TransUnion,Townhouse,99000.0,0.89,High (>85%),CA,0.061,6864.0
LN-02588,Fixed 30-Year,Home Equity,Self-Employed,2020-05-21,2020,Q2-2020,647000.0,5.5,30,Miami Branch,South,FL,Carlos Rivera,Current,0,3673.59,0-Current,0,0,683,Fair (650-699),1,14359.0,Experian,Single Family,667000.0,0.97,High (>85%),IL,0.256,35585.0
LN-02589,Fixed 30-Year,Purchase,Contract,2021-12-30,2021,Q4-2021,500000.0,8.0,30,Chicago Branch,Central,IL,Nancy Williams,Default,191,3668.82,4-Default,1,1,547,Poor (<650),2,22169.0,TransUnion,Condo,549000.0,0.91,High (>85%),MD,0.165,40000.0
LN-02590,Fixed 30-Year,Purchase,Contract,2023-05-17,2023,Q2-2023,393000.0,3.73,30,Philadelphia Branch,East,PA,Robert Simmons,Current,0,1815.59,0-Current,0,0,694,Fair (650-699),0,21110.0,TransUnion,Condo,614000.0,0.64,Low (<70%),MA,0.086,14659.0
LN-02591,ARM 5/1,Purchase,Contract,2021-06-25,2021,Q2-2021,563000.0,3.61,15,Columbus Branch,Central,OH,Melissa Brown,Current,0,4055.27,0-Current,0,0,798,Excellent (750+),0,14766.0,Equifax,Townhouse,640000.0,0.88,High (>85%),CA,0.275,20324.0
LN-02592,Fixed 15-Year,Purchase,Retired,2022-10-28,2022,Q4-2022,291000.0,5.32,15,Columbus Branch,Central,OH,Melissa Brown,Current,0,2350.01,0-Current,0,0,663,Fair (650-699),0,12892.0,Equifax,Condo,300000.0,0.97,High (>85%),FL,0.182,15481.0
LN-02593,Fixed 15-Year,Purchase,Retired,2018-06-01,2018,Q2-2018,560000.0,3.41,15,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,3978.64,0-Current,0,0,696,Fair (650-699),0,17315.0,Experian,Townhouse,767000.0,0.73,Medium (70-85%),FL,0.23,19096.0
LN-02594,Fixed 15-Year,Purchase,Salaried,2021-10-26,2021,Q4-2021,516000.0,4.54,15,Charlotte Branch,South,NC,Michael Hayes,Current,0,3957.92,0-Current,0,0,704,Good (700-749),0,4797.0,Experian,Condo,567000.0,0.91,High (>85%),AZ,0.825,23426.0
LN-02595,Fixed 30-Year,Refinance,Contract,2019-11-29,2019,Q4-2019,508000.0,8.23,30,Indianapolis Branch,Central,IN,Christopher Lee,Current,0,3809.29,0-Current,0,0,767,Excellent (750+),0,18107.0,TransUnion,Condo,747000.0,0.68,Low (<70%),CA,0.21,41808.0
LN-02596,ARM 5/1,Refinance,Contract,2023-02-19,2023,Q1-2023,324000.0,7.38,15,Chicago Branch,Central,IL,Nancy Williams,Current,0,2981.47,0-Current,0,0,550,Poor (<650),0,6548.0,Equifax,Condo,360000.0,0.9,High (>85%),CA,0.455,23911.0
LN-02597,ARM 7/1,Purchase,Retired,2023-07-02,2023,Q3-2023,384000.0,7.51,15,Detroit Branch,Central,MI,Brian Johnson,30 DPD,54,3561.91,1-30 DPD,1,0,651,Fair (650-699),0,14954.0,TransUnion,Single Family,441000.0,0.87,High (>85%),NJ,0.238,28838.0
LN-02598,Fixed 30-Year,Purchase,Salaried,2018-07-30,2018,Q3-2018,505000.0,3.86,30,Chicago Branch,Central,IL,Nancy Williams,Current,0,2370.37,0-Current,0,0,716,Good (700-749),0,22722.0,Equifax,Townhouse,587000.0,0.86,High (>85%),MA,0.104,19493.0
LN-02599,Fixed 30-Year,Cash-Out Refinance,Retired,2018-10-31,2018,Q4-2018,522000.0,6.88,30,Columbus Branch,Central,OH,Melissa Brown,Current,0,3430.91,0-Current,0,0,796,Excellent (750+),0,18205.0,Equifax,Single Family,567000.0,0.92,High (>85%),CA,0.188,35914.0
LN-02600,Fixed 30-Year,Purchase,Retired,2018-12-02,2018,Q4-2018,579000.0,7.98,30,Detroit Branch,Central,MI,Brian Johnson,Current,0,4240.43,0-Current,0,0,660,Fair (650-699),0,18272.0,TransUnion,Single Family,623000.0,0.93,High (>85%),NJ,0.232,46204.0
LN-02601,Fixed 15-Year,Cash-Out Refinance,Retired,2021-09-08,2021,Q3-2021,831000.0,4.69,15,Columbus Branch,Central,OH,Melissa Brown,Current,0,6438.08,0-Current,0,0,550,Poor (<650),0,17092.0,Equifax,Single Family,1001000.0,0.83,Medium (70-85%),IL,0.377,38974.0
